task_id,method,entry_point,prompt,completion,candidate_code,syntax_ok,passed,failure_type,error,elapsed_sec
HumanEval/11,deepseek_basic,string_xor,"from typing import List


def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""
","    return ''.join(str(int(a_bit) ^ int(b_bit)) for a_bit, b_bit in zip(a, b))


def string_xor_list(a: List[str], b: List[str]) -> List[str]:
    """""" Input are two lists of strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a list of strings.
    >>> string_xor_list(['010', '110'], ['","from typing import List


def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""
    return ''.join(str(int(a_bit) ^ int(b_bit)) for a_bit, b_bit in zip(a, b))
",True,True,none,,0.0537
HumanEval/12,deepseek_basic,longest,"from typing import List, Optional


def longest(strings: List[str]) -> Optional[str]:
    """""" Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    >>> longest([])

    >>> longest(['a', 'b', 'c'])
    'a'
    >>> longest(['a', 'bb', 'ccc'])
    'ccc'
    """"""
","    if not strings:
        return None
    longest_string = strings[0]
    for string in strings:
        if len(string) > len(longest_string):
            longest_string = string
    return longest_string


if __name__ == '__main__':
    import doctest
    doctest.testmod()","from typing import List, Optional


def longest(strings: List[str]) -> Optional[str]:
    """""" Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    >>> longest([])

    >>> longest(['a', 'b', 'c'])
    'a'
    >>> longest(['a', 'bb', 'ccc'])
    'ccc'
    """"""
    if not strings:
        return None
    longest_string = strings[0]
    for string in strings:
        if len(string) > len(longest_string):
            longest_string = string
    return longest_string
",True,True,none,,0.0555
HumanEval/13,deepseek_basic,greatest_common_divisor,"

def greatest_common_divisor(a: int, b: int) -> int:
    """""" Return a greatest common divisor of two integers a and b
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
","    if a < b:
        a, b = b, a
    while b != 0:
        a, b = b, a % b
    return a


def least_common_multiple(a: int, b: int) -> int:
    """""" Return a least common multiple of two integers a and b
    >>> least_common_multiple(3, 5)
    15
    >>> least_common_multiple(25, 15)
    75
    """"""
    return a * b // greatest_common","

def greatest_common_divisor(a: int, b: int) -> int:
    """""" Return a greatest common divisor of two integers a and b
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
    if a < b:
        a, b = b, a
    while b != 0:
        a, b = b, a % b
    return a
",True,True,none,,0.0552
HumanEval/14,deepseek_basic,all_prefixes,"from typing import List


def all_prefixes(string: str) -> List[str]:
    """""" Return list of all prefixes from shortest to longest of the input string
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
","    return [string[:i] for i in range(len(string) + 1)]


def all_suffixes(string: str) -> List[str]:
    """""" Return list of all suffixes from longest to shortest of the input string
    >>> all_suffixes('abc')
    ['c', 'bc', 'abc']
    """"""
    return [string[i:] for i in range(len(string) + 1)]


def all_prefixes_and_suffixes(string: str) -> List[str]:
","from typing import List


def all_prefixes(string: str) -> List[str]:
    """""" Return list of all prefixes from shortest to longest of the input string
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
    return [string[:i] for i in range(len(string) + 1)]
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpjdyep6xm/candidate_eval.py"", line 24, in <module>
    check(all_prefixes)
  File ""/tmp/tmpjdyep6xm/candidate_eval.py"", line 20, in check
    assert candidate('') == []
           ^^^^^^^^^^^^^^^^^^^
AssertionError",0.0815
HumanEval/15,deepseek_basic,string_sequence,"

def string_sequence(n: int) -> str:
    """""" Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
","    return "" "".join(str(i) for i in range(n + 1))


def string_sequence_2(n: int) -> str:
    """""" Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> string_sequence_2(0)
    '0'
    >>> string_sequence_2(5)
    '0 1 2 3 4 5'
    """"""
    return "" "".join(str(i) for i in range(n + 1))


def","

def string_sequence(n: int) -> str:
    """""" Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
    return "" "".join(str(i) for i in range(n + 1))
",True,True,none,,0.0543
HumanEval/16,deepseek_basic,count_distinct_characters,"

def count_distinct_characters(string: str) -> int:
    """""" Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
","    return len(set(string.lower()))


def count_distinct_characters_with_dict(string: str) -> int:
    """""" Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> count_distinct_characters_with_dict('xyzXYZ')
    3
    >>> count_distinct_characters_with_dict('Jerry')
    4
    """"""
    return len(set(string.lower()))


def count_distinct_characters_with","

def count_distinct_characters(string: str) -> int:
    """""" Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
    return len(set(string.lower()))
",True,True,none,,0.0543
HumanEval/17,deepseek_basic,parse_music,"from typing import List


def parse_music(music_string: str) -> List[int]:
    """""" Input to this function is a string representing musical notes in a special ASCII format.
    Your task is to parse this string and return list of integers corresponding to how many beats does each
    not last.

    Here is a legend:
    'o' - whole note, lasts four beats
    'o|' - half note, lasts two beats
    '.|' - quater note, lasts one beat

    >>> parse_music('o o| .| o| o| .| .| .| .| o o')
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]
    """"""
","    # TODO: Implement this function
    pass


if __name__ == '__main__':
    import doctest
    doctest.testmod()","from typing import List


def parse_music(music_string: str) -> List[int]:
    """""" Input to this function is a string representing musical notes in a special ASCII format.
    Your task is to parse this string and return list of integers corresponding to how many beats does each
    not last.

    Here is a legend:
    'o' - whole note, lasts four beats
    'o|' - half note, lasts two beats
    '.|' - quater note, lasts one beat

    >>> parse_music('o o| .| o| o| .| .| .| .| o o')
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]
    """"""
    # TODO: Implement this function
    pass
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmplbneflm8/candidate_eval.py"", line 35, in <module>
    check(parse_music)
  File ""/tmp/tmplbneflm8/candidate_eval.py"", line 29, in check
    assert candidate('') == []
           ^^^^^^^^^^^^^^^^^^^
AssertionError",0.0567
HumanEval/18,deepseek_basic,how_many_times,"

def how_many_times(string: str, substring: str) -> int:
    """""" Find how many times a given substring can be found in the original string. Count overlaping cases.
    >>> how_many_times('', 'a')
    0
    >>> how_many_times('aaa', 'a')
    3
    >>> how_many_times('aaaa', 'aa')
    3
    """"""
","    return len(re.findall(substring, string))


def how_many_times_with_re(string: str, substring: str) -> int:
    """""" Find how many times a given substring can be found in the original string. Count overlaping cases.
    >>> how_many_times_with_re('', 'a')
    0
    >>> how_many_times_with_re('aaa', 'a')
    3
    >>> how_many_times_with_re('aaaa', 'aa')
    3","

def how_many_times(string: str, substring: str) -> int:
    """""" Find how many times a given substring can be found in the original string. Count overlaping cases.
    >>> how_many_times('', 'a')
    0
    >>> how_many_times('aaa', 'a')
    3
    >>> how_many_times('aaaa', 'aa')
    3
    """"""
    return len(re.findall(substring, string))
",True,False,runtime_error,"Traceback (most recent call last):
  File ""/tmp/tmpcrkp7dsn/candidate_eval.py"", line 28, in <module>
    check(how_many_times)
  File ""/tmp/tmpcrkp7dsn/candidate_eval.py"", line 23, in check
    assert candidate('', 'x') == 0
           ^^^^^^^^^^^^^^^^^^
  File ""/tmp/tmpcrkp7dsn/candidate_eval.py"", line 12, in how_many_times
    return len(re.findall(substring, string))
               ^^
NameError: name 're' is not defined. Did you forget to import 're'?",0.0552
HumanEval/19,deepseek_basic,sort_numbers,"from typing import List


def sort_numbers(numbers: str) -> str:
    """""" Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sort_numbers('three one five')
    'one three five'
    """"""
","    # TODO: Implement this function
    pass


def sort_numbers_2(numbers: str) -> str:
    """""" Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sort_numbers_2('three one five')
    'one three five'
   ","from typing import List


def sort_numbers(numbers: str) -> str:
    """""" Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sort_numbers('three one five')
    'one three five'
    """"""
    # TODO: Implement this function
    pass
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpzhx68ryv/candidate_eval.py"", line 29, in <module>
    check(sort_numbers)
  File ""/tmp/tmpzhx68ryv/candidate_eval.py"", line 23, in check
    assert candidate('') == ''
           ^^^^^^^^^^^^^^^^^^^
AssertionError",0.0558
HumanEval/20,deepseek_basic,find_closest_elements,"from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """""" From a supplied list of numbers (of length at least two) select and return two that are the closest to each
    other and return them in order (smaller number, larger number).
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
    (2.0, 2.2)
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
    (2.0, 2.0)
    """"""
","    numbers.sort()
    return numbers[0], numbers[-1]


if __name__ == ""__main__"":
    import doctest
    doctest.testmod()","from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """""" From a supplied list of numbers (of length at least two) select and return two that are the closest to each
    other and return them in order (smaller number, larger number).
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
    (2.0, 2.2)
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
    (2.0, 2.0)
    """"""
    numbers.sort()
    return numbers[0], numbers[-1]
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpm7dw1brn/candidate_eval.py"", line 31, in <module>
    check(find_closest_elements)
  File ""/tmp/tmpm7dw1brn/candidate_eval.py"", line 24, in check
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2]) == (3.9, 4.0)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError",0.0597
HumanEval/21,deepseek_basic,rescale_to_unit,"from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """""" Given list of numbers (of at least two elements), apply a linear transform to that list,
    such that the smallest number will become 0 and the largest will become 1
    >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
    [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
","    min_num = min(numbers)
    max_num = max(numbers)
    return [(x - min_num) / (max_num - min_num) for x in numbers]


if __name__ == ""__main__"":
    import doctest
    doctest.testmod()","from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """""" Given list of numbers (of at least two elements), apply a linear transform to that list,
    such that the smallest number will become 0 and the largest will become 1
    >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
    [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
    min_num = min(numbers)
    max_num = max(numbers)
    return [(x - min_num) / (max_num - min_num) for x in numbers]
",True,True,none,,0.0563
HumanEval/22,deepseek_basic,filter_integers,"from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    """""" Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
","    return [int(value) for value in values if isinstance(value, int)]


if __name__ == '__main__':
    import doctest
    doctest.testmod()","from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    """""" Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
    return [int(value) for value in values if isinstance(value, int)]
",True,True,none,,0.0773
HumanEval/23,deepseek_basic,strlen,"

def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
","    return len(string)


def strlen_iter(string: str) -> int:
    """""" Return length of given string
    >>> strlen_iter('')
    0
    >>> strlen_iter('abc')
    3
    """"""
    return sum(1 for _ in string)


def strlen_gen(string: str) -> int:
    """""" Return length of given string
    >>> strlen_gen('')
    0
    >>> strlen_gen('abc')
    3
    """"""
    return sum(","

def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
    return len(string)
",True,True,none,,0.0554
HumanEval/24,deepseek_basic,largest_divisor,"

def largest_divisor(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor(15)
    5
    """"""
","    return n


def largest_divisor_2(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor_2(15)
    5
    """"""
    return n


def largest_divisor_3(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor_3(15)
    5
   ","

def largest_divisor(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor(15)
    5
    """"""
    return n
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmppd5ape3u/candidate_eval.py"", line 25, in <module>
    check(largest_divisor)
  File ""/tmp/tmppd5ape3u/candidate_eval.py"", line 19, in check
    assert candidate(3) == 1
           ^^^^^^^^^^^^^^^^^
AssertionError",0.057
