task_id,method,entry_point,prompt,completion,candidate_code,syntax_ok,passed,failure_type,error,elapsed_sec
HumanEval/10,baseline_template,make_palindrome,"

def is_palindrome(string: str) -> bool:
    """""" Test if given string is a palindrome """"""
    return string == string[::-1]


def make_palindrome(string: str) -> str:
    """""" Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> make_palindrome('')
    ''
    >>> make_palindrome('cat')
    'catac'
    >>> make_palindrome('cata')
    'catac'
    """"""
",return False,"

def is_palindrome(string: str) -> bool:
    """""" Test if given string is a palindrome """"""
    return string == string[::-1]


def make_palindrome(string: str) -> str:
    """""" Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> make_palindrome('')
    ''
    >>> make_palindrome('cat')
    'catac'
    >>> make_palindrome('cata')
    'catac'
    """"""
    return False
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpjj_yu7to/candidate_eval.py"", line 37, in <module>
    check(make_palindrome)
  File ""/tmp/tmpjj_yu7to/candidate_eval.py"", line 31, in check
    assert candidate('') == ''
           ^^^^^^^^^^^^^^^^^^^
AssertionError",0.0537
HumanEval/11,baseline_template,string_xor,"from typing import List


def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""
",return [],"from typing import List


def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""
    return []
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmph3ze8lfv/candidate_eval.py"", line 25, in <module>
    check(string_xor)
  File ""/tmp/tmph3ze8lfv/candidate_eval.py"", line 21, in check
    assert candidate('111000', '101010') == '010010'
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError",0.053
HumanEval/12,baseline_template,longest,"from typing import List, Optional


def longest(strings: List[str]) -> Optional[str]:
    """""" Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    >>> longest([])

    >>> longest(['a', 'b', 'c'])
    'a'
    >>> longest(['a', 'bb', 'ccc'])
    'ccc'
    """"""
",return [],"from typing import List, Optional


def longest(strings: List[str]) -> Optional[str]:
    """""" Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    >>> longest([])

    >>> longest(['a', 'b', 'c'])
    'a'
    >>> longest(['a', 'bb', 'ccc'])
    'ccc'
    """"""
    return []
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpc70xtnik/candidate_eval.py"", line 29, in <module>
    check(longest)
  File ""/tmp/tmpc70xtnik/candidate_eval.py"", line 25, in check
    assert candidate([]) == None
           ^^^^^^^^^^^^^^^^^^^^^
AssertionError",0.0642
HumanEval/13,baseline_template,greatest_common_divisor,"

def greatest_common_divisor(a: int, b: int) -> int:
    """""" Return a greatest common divisor of two integers a and b
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
",return 0,"

def greatest_common_divisor(a: int, b: int) -> int:
    """""" Return a greatest common divisor of two integers a and b
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
    return 0
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpkc177j2p/candidate_eval.py"", line 26, in <module>
    check(greatest_common_divisor)
  File ""/tmp/tmpkc177j2p/candidate_eval.py"", line 21, in check
    assert candidate(3, 7) == 1
           ^^^^^^^^^^^^^^^^^^^^
AssertionError",0.0538
HumanEval/14,baseline_template,all_prefixes,"from typing import List


def all_prefixes(string: str) -> List[str]:
    """""" Return list of all prefixes from shortest to longest of the input string
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
",return [],"from typing import List


def all_prefixes(string: str) -> List[str]:
    """""" Return list of all prefixes from shortest to longest of the input string
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
    return []
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpgv4pghl8/candidate_eval.py"", line 24, in <module>
    check(all_prefixes)
  File ""/tmp/tmpgv4pghl8/candidate_eval.py"", line 21, in check
    assert candidate('asdfgh') == ['a', 'as', 'asd', 'asdf', 'asdfg', 'asdfgh']
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError",0.0556
HumanEval/15,baseline_template,string_sequence,"

def string_sequence(n: int) -> str:
    """""" Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
",return [],"

def string_sequence(n: int) -> str:
    """""" Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
    return []
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmp9pmrwklk/candidate_eval.py"", line 25, in <module>
    check(string_sequence)
  File ""/tmp/tmp9pmrwklk/candidate_eval.py"", line 21, in check
    assert candidate(0) == '0'
           ^^^^^^^^^^^^^^^^^^^
AssertionError",0.0525
HumanEval/16,baseline_template,count_distinct_characters,"

def count_distinct_characters(string: str) -> int:
    """""" Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
","return """"","

def count_distinct_characters(string: str) -> int:
    """""" Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
    return """"
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmp4au7qspe/candidate_eval.py"", line 27, in <module>
    check(count_distinct_characters)
  File ""/tmp/tmp4au7qspe/candidate_eval.py"", line 21, in check
    assert candidate('') == 0
           ^^^^^^^^^^^^^^^^^^
AssertionError",0.055
HumanEval/17,baseline_template,parse_music,"from typing import List


def parse_music(music_string: str) -> List[int]:
    """""" Input to this function is a string representing musical notes in a special ASCII format.
    Your task is to parse this string and return list of integers corresponding to how many beats does each
    not last.

    Here is a legend:
    'o' - whole note, lasts four beats
    'o|' - half note, lasts two beats
    '.|' - quater note, lasts one beat

    >>> parse_music('o o| .| o| o| .| .| .| .| o o')
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]
    """"""
",return [],"from typing import List


def parse_music(music_string: str) -> List[int]:
    """""" Input to this function is a string representing musical notes in a special ASCII format.
    Your task is to parse this string and return list of integers corresponding to how many beats does each
    not last.

    Here is a legend:
    'o' - whole note, lasts four beats
    'o|' - half note, lasts two beats
    '.|' - quater note, lasts one beat

    >>> parse_music('o o| .| o| o| .| .| .| .| o o')
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]
    """"""
    return []
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpafrm8ki_/candidate_eval.py"", line 34, in <module>
    check(parse_music)
  File ""/tmp/tmpafrm8ki_/candidate_eval.py"", line 29, in check
    assert candidate('o o o o') == [4, 4, 4, 4]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError",0.0584
HumanEval/18,baseline_template,how_many_times,"

def how_many_times(string: str, substring: str) -> int:
    """""" Find how many times a given substring can be found in the original string. Count overlaping cases.
    >>> how_many_times('', 'a')
    0
    >>> how_many_times('aaa', 'a')
    3
    >>> how_many_times('aaaa', 'aa')
    3
    """"""
","return """"","

def how_many_times(string: str, substring: str) -> int:
    """""" Find how many times a given substring can be found in the original string. Count overlaping cases.
    >>> how_many_times('', 'a')
    0
    >>> how_many_times('aaa', 'a')
    3
    >>> how_many_times('aaaa', 'aa')
    3
    """"""
    return """"
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpemll8unv/candidate_eval.py"", line 28, in <module>
    check(how_many_times)
  File ""/tmp/tmpemll8unv/candidate_eval.py"", line 23, in check
    assert candidate('', 'x') == 0
           ^^^^^^^^^^^^^^^^^^^^^^^
AssertionError",0.0588
HumanEval/19,baseline_template,sort_numbers,"from typing import List


def sort_numbers(numbers: str) -> str:
    """""" Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sort_numbers('three one five')
    'one three five'
    """"""
",return False,"from typing import List


def sort_numbers(numbers: str) -> str:
    """""" Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sort_numbers('three one five')
    'one three five'
    """"""
    return False
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpb1jugigo/candidate_eval.py"", line 28, in <module>
    check(sort_numbers)
  File ""/tmp/tmpb1jugigo/candidate_eval.py"", line 22, in check
    assert candidate('') == ''
           ^^^^^^^^^^^^^^^^^^^
AssertionError",0.0539
HumanEval/20,baseline_template,find_closest_elements,"from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """""" From a supplied list of numbers (of length at least two) select and return two that are the closest to each
    other and return them in order (smaller number, larger number).
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
    (2.0, 2.2)
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
    (2.0, 2.0)
    """"""
",return [],"from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """""" From a supplied list of numbers (of length at least two) select and return two that are the closest to each
    other and return them in order (smaller number, larger number).
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
    (2.0, 2.2)
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
    (2.0, 2.0)
    """"""
    return []
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpok6bin1b/candidate_eval.py"", line 30, in <module>
    check(find_closest_elements)
  File ""/tmp/tmpok6bin1b/candidate_eval.py"", line 23, in check
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2]) == (3.9, 4.0)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError",0.0559
HumanEval/21,baseline_template,rescale_to_unit,"from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """""" Given list of numbers (of at least two elements), apply a linear transform to that list,
    such that the smallest number will become 0 and the largest will become 1
    >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
    [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
",return [],"from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """""" Given list of numbers (of at least two elements), apply a linear transform to that list,
    such that the smallest number will become 0 and the largest will become 1
    >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
    [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
    return []
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpbe5_5jv_/candidate_eval.py"", line 27, in <module>
    check(rescale_to_unit)
  File ""/tmp/tmpbe5_5jv_/candidate_eval.py"", line 21, in check
    assert candidate([2.0, 49.9]) == [0.0, 1.0]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError",0.0538
HumanEval/22,baseline_template,filter_integers,"from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    """""" Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
",return [],"from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    """""" Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
    return []
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpcvhb2cjr/candidate_eval.py"", line 26, in <module>
    check(filter_integers)
  File ""/tmp/tmpcvhb2cjr/candidate_eval.py"", line 23, in check
    assert candidate([4, {}, [], 23.2, 9, 'adasd']) == [4, 9]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError",0.0556
HumanEval/23,baseline_template,strlen,"

def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
","return """"","

def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
    return """"
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmprk2k9y2n/candidate_eval.py"", line 25, in <module>
    check(strlen)
  File ""/tmp/tmprk2k9y2n/candidate_eval.py"", line 21, in check
    assert candidate('') == 0
           ^^^^^^^^^^^^^^^^^^
AssertionError",0.0543
HumanEval/24,baseline_template,largest_divisor,"

def largest_divisor(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor(15)
    5
    """"""
",return 0,"

def largest_divisor(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor(15)
    5
    """"""
    return 0
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmprcfsfdtw/candidate_eval.py"", line 25, in <module>
    check(largest_divisor)
  File ""/tmp/tmprcfsfdtw/candidate_eval.py"", line 19, in check
    assert candidate(3) == 1
           ^^^^^^^^^^^^^^^^^
AssertionError",0.0645
HumanEval/25,baseline_template,factorize,"from typing import List


def factorize(n: int) -> List[int]:
    """""" Return list of prime factors of given integer in the order from smallest to largest.
    Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
    Input number should be equal to the product of all factors
    >>> factorize(8)
    [2, 2, 2]
    >>> factorize(25)
    [5, 5]
    >>> factorize(70)
    [2, 5, 7]
    """"""
",return [],"from typing import List


def factorize(n: int) -> List[int]:
    """""" Return list of prime factors of given integer in the order from smallest to largest.
    Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
    Input number should be equal to the product of all factors
    >>> factorize(8)
    [2, 2, 2]
    >>> factorize(25)
    [5, 5]
    >>> factorize(70)
    [2, 5, 7]
    """"""
    return []
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpfeujd8z5/candidate_eval.py"", line 35, in <module>
    check(factorize)
  File ""/tmp/tmpfeujd8z5/candidate_eval.py"", line 26, in check
    assert candidate(2) == [2]
           ^^^^^^^^^^^^^^^^^^^
AssertionError",0.0833
HumanEval/26,baseline_template,remove_duplicates,"from typing import List


def remove_duplicates(numbers: List[int]) -> List[int]:
    """""" From a list of integers, remove all elements that occur more than once.
    Keep order of elements left the same as in the input.
    >>> remove_duplicates([1, 2, 3, 2, 4])
    [1, 3, 4]
    """"""
",return [],"from typing import List


def remove_duplicates(numbers: List[int]) -> List[int]:
    """""" From a list of integers, remove all elements that occur more than once.
    Keep order of elements left the same as in the input.
    >>> remove_duplicates([1, 2, 3, 2, 4])
    [1, 3, 4]
    """"""
    return []
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpbvl2nt54/candidate_eval.py"", line 25, in <module>
    check(remove_duplicates)
  File ""/tmp/tmpbvl2nt54/candidate_eval.py"", line 22, in check
    assert candidate([1, 2, 3, 4]) == [1, 2, 3, 4]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError",0.0795
HumanEval/27,baseline_template,flip_case,"

def flip_case(string: str) -> str:
    """""" For a given string, flip lowercase characters to uppercase and uppercase to lowercase.
    >>> flip_case('Hello')
    'hELLO'
    """"""
","return """"","

def flip_case(string: str) -> str:
    """""" For a given string, flip lowercase characters to uppercase and uppercase to lowercase.
    >>> flip_case('Hello')
    'hELLO'
    """"""
    return """"
",True,False,assertion_failed,"Traceback (most recent call last):
  File ""/tmp/tmpsn6it7i0/candidate_eval.py"", line 23, in <module>
    check(flip_case)
  File ""/tmp/tmpsn6it7i0/candidate_eval.py"", line 20, in check
    assert candidate('Hello!') == 'hELLO!'
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError",0.0796
